,latestPrice,zipcode,Count_Crimes
104,368500.0,78726,2580.0
105,454500.0,78724,6658.0
106,285000.0,78660,3005.0
107,799000.0,78730,1028.0
108,199000.0,78725,624.0
109,622800.0,78717,3553.0
110,429000.0,78726,2580.0
111,259900.0,78724,6658.0
112,629000.0,78750,5435.0
113,525000.0,78717,3553.0
114,345000.0,78726,2580.0
115,255000.0,78725,624.0
116,282226.0,78744,21305.0
117,180000.0,78724,6658.0
118,184900.0,78725,624.0
119,750000.0,78750,5435.0
120,475000.0,78726,2580.0
121,219000.0,78725,624.0
122,293300.0,78660,3005.0
123,229999.0,78725,624.0
124,415000.0,78750,5435.0
125,175000.0,78724,6658.0
126,398900.0,78750,5435.0
127,389900.0,78744,21305.0
128,536170.0,78717,3553.0
129,665000.0,78726,2580.0
130,179900.0,78725,624.0
131,519900.0,78726,2580.0
132,341054.0,78725,624.0
133,428000.0,78750,5435.0
134,185000.0,78725,624.0
135,415000.0,78717,3553.0
136,299900.0,78660,3005.0
137,249900.0,78724,6658.0
138,725000.0,78732,70.0
139,198000.0,78725,624.0
140,550000.0,78730,1028.0
141,179900.0,78725,624.0
142,355000.0,78750,5435.0
143,310000.0,78753,31072.0
144,155000.0,78725,624.0
145,189000.0,78725,624.0
146,1025000.0,78732,70.0
147,339900.0,78744,21305.0
148,515000.0,78726,2580.0
149,625000.0,78732,70.0
150,339900.0,78717,3553.0
151,650000.0,78750,5435.0
152,170000.0,78724,6658.0
153,759900.0,78732,70.0
154,214500.0,78724,6658.0
155,275000.0,78753,31072.0
156,588000.0,78726,2580.0
